numer#,denom#,Õ·×ªÏà³ý·¨
12,63,1.12894E-09
12,64,1.02315E-09
12,65,1.12894E-09
12,66,1.14315E-09
12,67,1.03815E-09
12,68,9.20517E-10
12,69,1.25683E-09
12,70,1.02315E-09
12,71,1.24657E-09
12,72,1.24736E-09
12,73,1.01604E-09
12,74,8.92886E-10
12,75,8.98412E-10
12,76,1.13288E-09
12,77,1.01525E-09
12,78,1.24893E-09
12,79,1.02867E-09
12,80,9.09464E-10
12,81,9.02359E-10
12,82,1.26315E-09
12,83,1.26236E-09
12,84,1.25525E-09
12,85,1.13525E-09
12,86,9.03149E-10
12,87,1.01999E-09
12,88,1.14157E-09
12,89,1.14236E-09
12,90,1.02078E-09
12,91,1.39341E-09
12,92,1.03341E-09
12,93,9.14991E-10
12,94,1.14788E-09
12,95,9.09464E-10
12,96,1.14946E-09
12,97,1.02315E-09
12,98,9.03149E-10
12,99,1.02473E-09
12,100,1.38472E-09
13,1,6.96309E-10
13,2,8.36834E-10
13,3,6.97888E-10
13,4,8.29728E-10
13,5,1.06894E-09
13,6,8.34465E-10
13,7,9.56832E-10
13,8,8.33676E-10
13,9,1.18657E-09
13,10,1.06973E-09
13,11,8.28939E-10
13,12,8.2736E-10
13,13,5.74731E-10
13,14,9.5999E-10
13,15,1.02157E-09
13,16,1.12815E-09
13,17,1.25525E-09
13,18,9.09464E-10
13,19,1.38551E-09
13,20,1.37604E-09
13,21,1.27104E-09
13,22,1.13762E-09
13,23,7.87887E-10
13,24,1.02631E-09
13,25,1.26393E-09
13,26,1.02236E-09
13,27,1.00894E-09
13,28,1.3713E-09
13,29,1.14236E-09
13,30,1.02709E-09
13,31,9.13412E-10
13,32,9.17359E-10
13,33,1.02788E-09
13,34,1.24736E-09
13,35,1.34841E-09
13,36,1.12183E-09
13,37,1.12262E-09
13,38,9.05517E-10
13,39,1.02157E-09
13,40,1.15657E-09
13,41,1.26551E-09
13,42,1.1392E-09
13,43,1.14551E-09
13,44,1.2813E-09
13,45,1.03025E-09
13,46,1.14236E-09
13,47,1.01604E-09
13,48,1.24815E-09
13,49,1.12736E-09
13,50,1.24025E-09
13,51,1.12815E-09
13,52,1.13288E-09
13,53,1.02236E-09
13,54,9.03149E-10
13,55,1.26315E-09
13,56,1.12973E-09
13,57,1.35946E-09
13,58,1.36657E-09
13,59,1.01525E-09
13,60,1.13762E-09
13,61,1.02315E-09
13,62,1.04052E-09
13,63,9.25254E-10
13,64,1.27893E-09
13,65,1.3942E-09
13,66,1.39262E-09
13,67,1.01446E-09
13,68,1.13841E-09
13,69,1.02788E-09
13,70,1.02078E-09
13,71,1.37525E-09
13,72,1.02394E-09
13,73,1.01446E-09
13,74,8.96044E-10
13,75,9.04728E-10
13,76,1.02788E-09
13,77,9.14201E-10
13,78,1.14394E-09
13,79,1.26315E-09
13,80,9.07886E-10
13,81,1.15025E-09
13,82,1.26472E-09
13,83,1.03025E-09
13,84,1.38156E-09
13,85,1.27893E-09
13,86,1.03894E-09
13,87,1.04209E-09
13,88,1.02709E-09
13,89,9.06307E-10
13,90,1.14394E-09
13,91,1.26393E-09
13,92,1.14236E-09
13,93,1.02867E-09
13,94,9.09464E-10
13,95,1.01999E-09
13,96,1.26393E-09
13,97,1.15025E-09
13,98,1.27814E-09
13,99,1.04131E-09
13,100,9.22885E-10
14,1,6.91572E-10
14,2,7.10519E-10
14,3,9.37885E-10
14,4,7.15256E-10
14,5,8.96044E-10
14,6,8.5657E-10
14,7,9.43411E-10
14,8,9.59201E-10
14,9,1.04683E-09
14,10,8.51044E-10
14,11,1.16288E-09
14,12,8.50255E-10
14,13,8.22623E-10
14,14,6.19731E-10
14,15,1.01604E-09
14,16,1.04841E-09
14,17,1.13762E-09
14,18,1.28209E-09
14,19,1.25525E-09
14,20,1.27972E-09
14,21,1.13604E-09
14,22,1.05552E-09
14,23,1.02946E-09
14,24,9.40254E-10
14,25,1.02867E-09
14,26,1.18025E-09
14,27,1.14394E-09
14,28,9.35517E-10
14,29,1.25525E-09
14,30,1.29867E-09
14,31,1.06499E-09
14,32,9.82095E-10
14,33,1.2213E-09
14,34,1.10446E-09
14,35,1.21657E-09
14,36,1.11709E-09
14,37,1.23946E-09
14,38,1.27104E-09
14,39,1.23946E-09
14,40,8.06044E-10
14,41,9.0157E-10
14,42,1.16446E-09
14,43,1.12815E-09
14,44,9.50517E-10
14,45,1.36972E-09
14,46,1.2892E-09
14,47,1.13841E-09
14,48,1.16762E-09
14,49,1.24815E-09
14,50,9.36306E-10
14,51,1.25683E-09
14,52,1.27499E-09
14,53,1.24815E-09
14,54,1.0342E-09
14,55,8.97622E-10
14,56,1.16525E-09
14,57,1.01525E-09
14,58,1.03736E-09
14,59,1.12815E-09
14,60,1.27578E-09
14,61,1.37762E-09
14,62,1.29157E-09
14,63,8.99991E-10
14,64,1.03815E-09
14,65,1.24657E-09
14,66,1.16367E-09
14,67,1.14236E-09
14,68,1.05315E-09
14,69,9.08675E-10
14,70,1.17472E-09
14,71,1.1542E-09
14,72,1.18262E-09
14,73,1.27183E-09
14,74,1.05078E-09
14,75,1.25446E-09
14,76,1.1692E-09
14,77,8.97622E-10
14,78,1.04052E-09
14,79,8.97622E-10
14,80,1.04131E-09
14,81,1.12894E-09
14,82,1.27262E-09
14,83,7.87097E-10
14,84,9.37096E-10
14,85,1.13841E-09
14,86,1.04841E-09
14,87,1.13604E-09
14,88,1.27262E-09
14,89,1.36183E-09
14,90,1.15894E-09
14,91,1.01052E-09
14,92,9.3157E-10
14,93,8.97622E-10
14,94,1.26867E-09
14,95,1.24104E-09
14,96,1.15341E-09
14,97,1.00578E-09
14,98,1.16367E-09
14,99,8.97622E-10
14,100,1.39262E-09
15,1,6.96309E-10
15,2,8.24992E-10
15,3,8.23413E-10
15,4,9.34727E-10
15,5,9.33938E-10
15,6,1.17867E-09
15,7,9.4578E-10
15,8,8.32886E-10
15,9,6.96309E-10
15,10,1.28841E-09
15,11,9.3157E-10
15,12,1.04131E-09
15,13,9.24464E-10
15,14,9.78937E-10
15,15,5.66836E-10
15,16,1.01525E-09
15,17,1.01762E-09
15,18,1.12815E-09
15,19,1.13525E-09
15,20,1.02473E-09
15,21,1.1463E-09
15,22,1.14946E-09
15,23,1.26393E-09
15,24,1.15104E-09
15,25,1.02157E-09
15,26,1.13367E-09
15,27,1.01683E-09
15,28,1.36814E-09
15,29,1.02788E-09
15,30,1.02788E-09
15,31,1.26315E-09
15,32,1.26472E-09
15,33,1.14315E-09
15,34,1.01604E-09
15,35,1.00973E-09
15,36,1.1242E-09
15,37,1.00973E-09
15,38,1.03578E-09
15,39,1.15262E-09
15,40,1.15262E-09
15,41,1.15025E-09
15,42,1.25525E-09
15,43,1.00894E-09
15,44,1.03104E-09
15,45,1.01288E-09
15,46,1.12341E-09
15,47,9.06307E-10
15,48,1.14078E-09
15,49,1.14394E-09
15,50,1.13762E-09
15,51,1.01446E-09
15,52,1.05631E-09
15,53,1.01762E-09
15,54,1.01683E-09
15,55,1.0342E-09
15,56,1.15736E-09
15,57,1.50709E-09
15,58,1.26551E-09
15,59,1.14315E-09
15,60,9.14201E-10
15,61,7.95781E-10
15,62,1.15025E-09
15,63,1.15657E-09
15,64,1.51577E-09
15,65,1.17078E-09
15,66,1.16367E-09
15,67,9.26043E-10
15,68,1.04052E-09
15,69,1.39735E-09
15,70,1.15894E-09
15,71,1.02867E-09
15,72,1.2442E-09
15,73,1.14551E-09
15,74,1.14473E-09
15,75,1.01999E-09
15,76,1.13604E-09
15,77,1.37683E-09
15,78,1.02157E-09
15,79,1.13525E-09
15,80,1.25288E-09
15,81,1.13051E-09
15,82,1.02236E-09
15,83,1.02157E-09
15,84,1.15025E-09
15,85,1.03578E-09
15,86,1.15341E-09
15,87,1.16446E-09
15,88,1.54341E-09
15,89,1.16999E-09
15,90,1.24657E-09
15,91,1.13604E-09
15,92,1.03973E-09
15,93,1.15657E-09
15,94,1.03736E-09
15,95,1.51577E-09
15,96,1.26236E-09
15,97,1.14394E-09
15,98,1.02709E-09
15,99,1.03499E-09
15,100,1.03578E-09
16,1,6.96309E-10
16,2,8.36044E-10
16,3,9.44201E-10
16,4,9.43411E-10
16,5,9.34727E-10
16,6,6.83677E-10
16,7,8.14729E-10
16,8,1.04841E-09
16,9,9.33148E-10
16,10,1.04762E-09
16,11,1.04367E-09
16,12,9.17359E-10
16,13,1.0342E-09
16,14,9.67885E-10
16,15,9.18938E-10
16,16,5.60521E-10
16,17,1.00341E-09
16,18,1.25209E-09
16,19,1.24736E-09
16,20,1.01683E-09
16,21,1.25051E-09
16,22,8.99201E-10
16,23,1.24736E-09
16,24,1.12262E-09
16,25,1.14078E-09
16,26,1.25525E-09
16,27,1.13683E-09
16,28,7.87887E-10
16,29,1.02315E-09
16,30,1.1463E-09
16,31,1.15894E-09
16,32,1.03499E-09
16,33,1.27814E-09
16,34,1.37288E-09
16,35,1.1463E-09
16,36,1.38235E-09
16,37,1.03499E-09
16,38,9.1657E-10
16,39,1.24893E-09
16,40,1.25683E-09
16,41,1.24736E-09
16,42,1.14236E-09
16,43,1.25525E-09
16,44,1.40209E-09
16,45,1.25841E-09
16,46,1.02946E-09
16,47,9.12622E-10
16,48,1.15657E-09
16,49,1.14078E-09
16,50,1.00894E-09
16,51,1.12262E-09
16,52,1.00894E-09
16,53,1.24025E-09
16,54,1.37051E-09
16,55,1.36893E-09
16,56,1.02631E-09
16,57,9.14991E-10
16,58,1.0342E-09
16,59,1.14315E-09
16,60,1.04762E-09
16,61,1.03973E-09
16,62,1.14946E-09
16,63,1.27578E-09
16,64,1.26315E-09
16,65,1.27814E-09
16,66,9.21306E-10
16,67,9.05517E-10
16,68,1.26236E-09
16,69,1.25367E-09
16,70,1.25683E-09
16,71,1.14157E-09
16,72,1.25604E-09
16,73,1.02473E-09
16,74,9.14991E-10
16,75,1.27578E-09
16,76,1.15025E-09
16,77,1.03341E-09
16,78,9.09464E-10
16,79,1.25999E-09
16,80,1.27262E-09
16,81,1.26867E-09
16,82,1.15657E-09
16,83,1.15657E-09
16,84,1.0492E-09
16,85,1.14946E-09
16,86,1.25367E-09
16,87,1.02078E-09
16,88,1.36025E-09
16,89,1.13525E-09
16,90,1.36972E-09
16,91,1.13683E-09
16,92,9.08675E-10
16,93,1.02315E-09
16,94,1.24736E-09
16,95,1.1313E-09
16,96,8.97622E-10
16,97,1.24736E-09
16,98,1.15736E-09
16,99,1.27104E-09
16,100,1.17157E-09
17,1,6.97098E-10
17,2,8.31307E-10
17,3,8.32886E-10
17,4,8.29728E-10
17,5,9.42622E-10
17,6,9.44201E-10
17,7,8.25781E-10
17,8,8.24202E-10
17,9,1.05473E-09
17,10,6.92361E-10
17,11,9.37096E-10
17,12,1.04131E-09
17,13,1.15341E-09
17,14,1.09499E-09
17,15,9.32359E-10
17,16,9.32359E-10
17,17,5.67626E-10
17,18,9.03149E-10
17,19,1.1313E-09
17,20,1.02867E-09
17,21,1.14315E-09
17,22,1.03578E-09
17,23,1.14394E-09
17,24,1.03578E-09
17,25,1.26393E-09
17,26,1.15657E-09
17,27,1.1313E-09
17,28,1.24893E-09
17,29,1.25525E-09
17,30,1.12973E-09
17,31,1.12815E-09
17,32,1.1242E-09
17,33,1.01604E-09
17,34,1.13051E-09
17,35,1.12973E-09
17,36,1.36341E-09
17,37,1.1313E-09
17,38,1.24736E-09
17,39,1.13762E-09
17,40,1.1463E-09
17,41,9.13412E-10
17,42,1.02157E-09
17,43,1.13683E-09
17,44,1.17472E-09
17,45,1.02867E-09
17,46,1.1392E-09
17,47,1.36893E-09
17,48,1.25604E-09
17,49,1.25604E-09
17,50,1.13841E-09
17,51,1.13683E-09
17,52,1.02236E-09
17,53,1.01525E-09
17,54,1.02157E-09
17,55,1.13525E-09
17,56,1.14394E-09
17,57,1.39341E-09
17,58,1.27814E-09
17,59,1.38472E-09
17,60,1.26157E-09
17,61,1.15104E-09
17,62,1.03657E-09
17,63,1.02315E-09
17,64,1.15183E-09
17,65,1.27104E-09
17,66,1.15025E-09
17,67,1.37841E-09
17,68,1.15657E-09
17,69,1.14946E-09
17,70,1.14315E-09
17,71,9.08675E-10
17,72,1.02867E-09
17,73,1.14946E-09
17,74,1.03499E-09
17,75,1.25683E-09
17,76,9.02359E-10
17,77,1.25446E-09
17,78,1.26315E-09
17,79,1.13525E-09
17,80,1.13762E-09
17,81,1.02157E-09
17,82,1.19367E-09
17,83,1.25446E-09
17,84,1.02078E-09
17,85,1.25209E-09
17,86,1.01604E-09
17,87,1.37446E-09
17,88,1.14236E-09
17,89,1.27104E-09
17,90,1.27183E-09
17,91,1.13525E-09
17,92,1.02394E-09
17,93,1.02236E-09
17,94,1.02078E-09
17,95,1.13604E-09
17,96,1.13604E-09
17,97,1.24499E-09
17,98,1.14394E-09
17,99,1.25604E-09
17,100,1.03183E-09
18,1,6.84467E-10
18,2,6.87625E-10
18,3,6.87625E-10
18,4,9.3157E-10
18,5,9.3157E-10
18,6,9.32359E-10
18,7,1.04841E-09
18,8,9.22096E-10
18,9,1.05236E-09
18,10,9.3157E-10
18,11,8.19465E-10
18,12,1.16604E-09
18,13,8.24202E-10
18,14,1.22288E-09
18,15,1.05315E-09
18,16,1.1763E-09
18,17,8.24992E-10
18,18,5.7631E-10
18,19,9.10254E-10
18,20,9.11043E-10
18,21,9.09464E-10
18,22,1.25525E-09
18,23,1.26315E-09
18,24,1.26315E-09
18,25,1.37051E-09
18,26,1.25525E-09
18,27,1.25683E-09
18,28,1.02157E-09
18,29,1.25446E-09
18,30,1.25525E-09
18,31,9.06307E-10
18,32,1.15025E-09
18,33,9.22096E-10
18,34,1.27104E-09
18,35,1.15183E-09
18,36,1.14394E-09
18,37,1.27104E-09
18,38,1.02867E-09
18,39,1.26472E-09
18,40,1.02867E-09
18,41,1.02157E-09
18,42,1.02867E-09
18,43,1.26551E-09
18,44,9.44201E-10
18,45,1.13604E-09
18,46,1.13999E-09
18,47,1.25683E-09
18,48,1.26315E-09
18,49,1.39104E-09
18,50,1.03578E-09
18,51,1.24972E-09
18,52,1.02315E-09
18,53,1.02236E-09
18,54,1.15025E-09
18,55,1.15104E-09
18,56,1.15025E-09
18,57,1.27025E-09
18,58,1.15104E-09
18,59,1.36735E-09
18,60,1.43841E-09
18,61,1.36341E-09
18,62,1.02157E-09
18,63,9.03938E-10
18,64,9.09464E-10
18,65,1.26157E-09
18,66,9.08675E-10
18,67,1.14394E-09
18,68,1.25446E-09
18,69,1.26236E-09
18,70,1.38393E-09
18,71,1.26393E-09
18,72,1.26709E-09
18,73,7.89466E-10
18,74,1.14946E-09
18,75,1.14473E-09
18,76,1.27104E-09
18,77,1.28525E-09
18,78,1.02867E-09
18,79,1.25841E-09
18,80,1.35472E-09
18,81,1.35867E-09
18,82,1.01604E-09
18,83,8.97622E-10
18,84,9.0078E-10
18,85,8.97622E-10
18,86,1.12894E-09
18,87,1.25525E-09
18,88,9.03938E-10
18,89,1.26315E-09
18,90,1.37999E-09
18,91,1.25288E-09
18,92,1.24893E-09
18,93,9.03149E-10
18,94,9.11043E-10
18,95,1.13525E-09
18,96,9.59201E-10
18,97,1.14236E-09
18,98,1.36735E-09
18,99,1.25841E-09
18,100,1.37446E-09
19,1,6.87625E-10
19,2,6.83677E-10
19,3,8.16308E-10
19,4,9.32359E-10
19,5,6.87625E-10
19,6,8.19465E-10
19,7,8.25781E-10
19,8,9.50517E-10
19,9,9.50517E-10
19,10,9.58411E-10
19,11,8.2815E-10
19,12,1.04683E-09
19,13,1.27578E-09
19,14,1.19841E-09
19,15,1.04762E-09
19,16,1.15894E-09
19,17,1.04367E-09
19,18,8.69991E-10
19,19,5.70784E-10
19,20,1.02236E-09
19,21,9.53675E-10
19,22,1.3192E-09
19,23,1.06341E-09
19,24,8.96833E-10
19,25,1.12262E-09
19,26,1.01052E-09
19,27,1.13288E-09
19,28,1.19999E-09
19,29,1.25209E-09
19,30,1.12262E-09
19,31,1.24815E-09
19,32,1.02157E-09
19,33,9.02359E-10
19,34,1.01683E-09
19,35,1.01841E-09
19,36,1.02788E-09
19,37,1.1392E-09
19,38,1.13604E-09
19,39,9.0078E-10
19,40,1.35867E-09
19,41,1.00973E-09
19,42,1.23157E-09
19,43,1.23157E-09
19,44,1.27025E-09
19,45,1.12973E-09
19,46,1.04052E-09
19,47,1.14157E-09
19,48,9.26833E-10
19,49,1.36657E-09
19,50,1.26393E-09
19,51,1.16051E-09
19,52,1.28051E-09
19,53,1.13209E-09
19,54,1.12894E-09
19,55,1.07683E-09
19,56,1.12815E-09
19,57,7.79992E-10
19,58,8.99201E-10
19,59,1.01525E-09
19,60,1.01604E-09
19,61,1.01604E-09
19,62,1.19683E-09
19,63,1.35946E-09
19,64,1.35867E-09
19,65,1.01841E-09
19,66,1.48735E-09
19,67,1.12894E-09
19,68,9.03149E-10
19,69,1.23551E-09
19,70,1.26315E-09
19,71,1.36025E-09
19,72,1.24025E-09
19,73,1.1242E-09
19,74,1.23946E-09
19,75,1.23946E-09
19,76,1.24341E-09
19,77,1.12815E-09
19,78,1.13762E-09
19,79,9.03149E-10
19,80,1.12815E-09
19,81,1.01131E-09
19,82,1.13604E-09
19,83,1.12973E-09
19,84,1.02315E-09
19,85,1.25367E-09
19,86,1.49683E-09
19,87,1.26867E-09
19,88,1.38551E-09
19,89,1.27893E-09
19,90,1.04525E-09
19,91,1.05867E-09
19,92,1.15183E-09
19,93,1.37051E-09
19,94,8.96833E-10
19,95,1.12815E-09
19,96,1.01604E-09
19,97,1.19999E-09
19,98,1.12815E-09
19,99,1.12104E-09
19,100,1.00736E-09
20,1,6.7894E-10
20,2,8.07623E-10
20,3,6.93151E-10
20,4,6.9394E-10
20,5,8.24992E-10
20,6,8.24992E-10
20,7,9.37885E-10
20,8,1.08394E-09
20,9,8.1236E-10
20,10,9.26043E-10
20,11,9.43411E-10
20,12,9.40254E-10
20,13,1.29946E-09
20,14,1.2742E-09
20,15,9.44201E-10
20,16,9.41043E-10
20,17,9.34727E-10
20,18,8.19465E-10
20,19,9.28412E-10
20,20,5.66047E-10
20,21,9.0157E-10
20,22,1.02394E-09
20,23,1.02473E-09
20,24,1.02867E-09
20,25,1.37525E-09
20,26,1.39499E-09
20,27,1.26472E-09
20,28,1.03499E-09
20,29,1.39735E-09
20,30,1.26393E-09
20,31,1.37683E-09
20,32,1.14709E-09
20,33,1.02157E-09
20,34,1.14709E-09
20,35,9.09464E-10
20,36,1.02394E-09
20,37,1.25525E-09
20,38,1.35867E-09
20,39,1.12341E-09
20,40,1.13683E-09
20,41,1.13051E-09
20,42,1.36499E-09
20,43,1.25604E-09
20,44,1.40604E-09
20,45,1.25604E-09
20,46,1.02709E-09
20,47,1.02157E-09
20,48,9.11043E-10
20,49,9.17359E-10
20,50,1.14946E-09
20,51,1.27972E-09
20,52,1.39578E-09
20,53,1.27104E-09
20,54,1.38156E-09
20,55,1.50235E-09
20,56,1.5063E-09
20,57,1.38788E-09
20,58,1.14946E-09
20,59,1.04052E-09
20,60,1.17078E-09
20,61,9.3157E-10
20,62,1.12341E-09
20,63,1.11788E-09
20,64,1.46209E-09
20,65,1.14315E-09
20,66,1.27025E-09
20,67,1.21578E-09
20,68,1.28209E-09
20,69,1.30341E-09
20,70,1.31683E-09
20,71,1.16288E-09
20,72,1.15341E-09
20,73,1.10209E-09
20,74,1.03894E-09
20,75,1.03578E-09
20,76,1.37209E-09
20,77,1.1842E-09
20,78,1.36104E-09
20,79,1.46288E-09
20,80,1.35393E-09
20,81,1.09341E-09
20,82,1.10367E-09
20,83,9.63148E-10
20,84,9.21306E-10
20,85,1.03341E-09
20,86,1.15262E-09
20,87,1.04683E-09
20,88,1.24183E-09
20,89,1.04683E-09
20,90,1.15025E-09
20,91,1.71314E-09
20,92,1.29788E-09
20,93,1.1913E-09
20,94,1.26315E-09
20,95,9.58411E-10
20,96,1.10367E-09
20,97,1.14078E-09
20,98,1.1842E-09
20,99,1.59393E-09
20,100,1.70682E-09
21,1,7.86308E-10
21,2,7.44466E-10
21,3,9.97885E-10
21,4,9.29201E-10
21,5,1.20867E-09
21,6,1.32472E-09
21,7,1.06262E-09
21,8,1.05709E-09
21,9,1.00657E-09
21,10,1.07052E-09
21,11,1.14551E-09
21,12,9.3157E-10
21,13,1.35551E-09
21,14,1.18894E-09
21,15,1.07052E-09
21,16,1.31841E-09
21,17,1.19841E-09
21,18,8.67623E-10
21,19,9.33148E-10
21,20,8.58149E-10
21,21,6.11836E-10
21,22,9.57622E-10
21,23,1.08157E-09
21,24,1.37999E-09
21,25,1.02631E-09
21,26,1.57498E-09
21,27,1.18104E-09
21,28,1.18578E-09
21,29,1.02394E-09
21,30,1.55604E-09
21,31,1.37762E-09
21,32,1.37051E-09
21,33,1.09025E-09
21,34,1.29314E-09
21,35,1.03499E-09
21,36,1.21578E-09
21,37,1.35314E-09
21,38,1.22999E-09
21,39,1.09578E-09
21,40,1.40604E-09
21,41,1.26315E-09
21,42,1.22209E-09
21,43,1.53867E-09
21,44,1.27499E-09
21,45,1.17946E-09
21,46,1.46051E-09
21,47,1.13999E-09
21,48,9.80516E-10
21,49,9.1578E-10
21,50,1.02788E-09
21,51,1.14551E-09
21,52,1.3492E-09
21,53,1.09736E-09
21,54,1.37446E-09
21,55,1.35867E-09
21,56,1.26946E-09
21,57,1.36183E-09
21,58,1.24893E-09
21,59,1.26867E-09
21,60,1.39578E-09
21,61,1.04209E-09
21,62,8.01308E-10
21,63,1.15736E-09
21,64,1.15894E-09
21,65,1.04131E-09
21,66,1.14236E-09
21,67,1.25841E-09
21,68,1.50156E-09
21,69,1.03262E-09
21,70,1.40209E-09
21,71,1.04052E-09
21,72,1.03341E-09
21,73,9.14201E-10
21,74,9.11833E-10
21,75,1.14946E-09
21,76,9.1657E-10
21,77,9.14201E-10
21,78,1.28209E-09
21,79,9.14201E-10
21,80,1.26709E-09
21,81,1.27814E-09
21,82,1.27814E-09
21,83,1.16446E-09
21,84,1.28525E-09
21,85,8.02097E-10
21,86,1.15657E-09
21,87,1.27104E-09
21,88,1.15025E-09
21,89,1.14473E-09
21,90,1.14236E-09
21,91,1.15025E-09
21,92,1.38472E-09
21,93,1.03341E-09
21,94,1.38946E-09
21,95,1.02709E-09
21,96,1.04762E-09
21,97,1.02788E-09
21,98,1.03657E-09
21,99,9.26043E-10
21,100,1.16051E-09
22,1,7.03414E-10
22,2,6.97888E-10
22,3,8.24202E-10
22,4,8.37623E-10
22,5,8.39202E-10
22,6,7.06572E-10
22,7,1.07604E-09
22,8,8.39202E-10
22,9,9.50517E-10
22,10,1.30578E-09
22,11,1.17394E-09
22,12,9.34727E-10
22,13,1.06262E-09
22,14,9.87622E-10
22,15,1.06104E-09
22,16,8.2736E-10
22,17,9.44201E-10
22,18,1.18104E-09
22,19,1.17157E-09
22,20,9.39464E-10
22,21,8.2815E-10
22,22,5.73152E-10
22,23,1.02236E-09
22,24,1.02788E-09
22,25,1.26393E-09
22,26,1.27893E-09
22,27,1.14551E-09
22,28,1.37525E-09
22,29,1.48972E-09
22,30,1.04288E-09
22,31,1.50788E-09
22,32,1.27104E-09
22,33,1.27183E-09
22,34,1.14788E-09
22,35,1.27262E-09
22,36,1.15894E-09
22,37,9.17359E-10
22,38,1.03499E-09
22,39,1.15736E-09
22,40,1.14551E-09
22,41,1.1463E-09
22,42,1.15341E-09
22,43,1.27104E-09
22,44,1.1842E-09
22,45,9.17359E-10
22,46,1.27104E-09
22,47,1.03499E-09
22,48,1.42972E-09
22,49,1.16841E-09
22,50,1.15262E-09
22,51,1.15104E-09
22,52,9.18938E-10
22,53,1.02867E-09
22,54,1.25604E-09
22,55,1.02236E-09
22,56,9.03149E-10
22,57,1.13841E-09
22,58,1.05473E-09
22,59,1.05315E-09
22,60,1.27893E-09
22,61,1.37762E-09
22,62,1.26393E-09
22,63,1.25762E-09
22,64,1.15894E-09
22,65,1.04131E-09
22,66,8.03676E-10
22,67,1.15815E-09
22,68,1.15025E-09
22,69,1.38472E-09
22,70,1.27025E-09
22,71,1.14236E-09
22,72,1.16762E-09
22,73,1.47788E-09
22,74,1.37604E-09
22,75,1.13525E-09
22,76,1.35946E-09
22,77,1.00657E-09
22,78,8.98412E-10
22,79,9.03149E-10
22,80,1.25604E-09
22,81,1.13525E-09
22,82,9.02359E-10
22,83,1.0192E-09
22,84,1.13525E-09
22,85,1.25762E-09
22,86,1.4913E-09
22,87,1.14157E-09
22,88,1.36893E-09
22,89,1.01446E-09
22,90,1.14157E-09
22,91,1.13604E-09
22,92,1.02709E-09
22,93,8.97622E-10
22,94,1.24736E-09
22,95,1.02788E-09
22,96,1.4992E-09
22,97,1.15578E-09
22,98,1.26788E-09
22,99,1.61367E-09
22,100,1.37841E-09
23,1,7.01046E-10
23,2,8.17886E-10
23,3,9.19728E-10
23,4,8.19465E-10
23,5,9.3157E-10
23,6,1.04762E-09
23,7,9.3078E-10
23,8,1.04762E-09
23,9,1.16604E-09
23,10,9.32359E-10
23,11,9.33938E-10
23,12,8.24202E-10
23,13,6.93151E-10
23,14,9.69464E-10
23,15,1.15657E-09
23,16,1.16367E-09
23,17,1.05473E-09
23,18,1.17315E-09
23,19,9.35517E-10
23,20,9.40254E-10
23,21,9.42622E-10
23,22,9.37885E-10
23,23,5.67626E-10
23,24,1.00894E-09
23,25,1.00894E-09
23,26,1.35788E-09
23,27,1.1242E-09
23,28,1.13841E-09
23,29,1.02236E-09
23,30,1.25841E-09
23,31,1.24815E-09
23,32,1.3642E-09
23,33,1.24815E-09
23,34,1.11473E-09
23,35,1.23946E-09
23,36,1.24499E-09
23,37,1.13525E-09
23,38,1.1242E-09
23,39,7.92624E-10
23,40,1.03104E-09
23,41,1.27262E-09
23,42,1.15499E-09
23,43,1.01762E-09
23,44,1.04131E-09
23,45,1.13999E-09
23,46,1.14157E-09
23,47,1.25367E-09
23,48,1.12262E-09
23,49,1.3642E-09
23,50,1.23946E-09
23,51,1.12262E-09
23,52,1.13762E-09
23,53,1.26315E-09
23,54,9.13412E-10
23,55,1.14473E-09
23,56,1.03025E-09
23,57,1.13683E-09
23,58,1.25525E-09
23,59,1.03183E-09
23,60,1.25999E-09
23,61,1.27104E-09
23,62,1.27183E-09
23,63,1.15262E-09
23,64,1.15657E-09
23,65,1.39578E-09
23,66,1.27578E-09
23,67,9.09464E-10
23,68,1.14551E-09
23,69,1.13604E-09
23,70,1.14315E-09
23,71,1.02788E-09
23,72,1.02552E-09
23,73,1.26472E-09
23,74,9.03938E-10
23,75,1.36814E-09
23,76,1.36735E-09
23,77,1.14394E-09
23,78,1.60025E-09
23,79,1.14315E-09
23,80,1.15104E-09
23,81,1.03341E-09
23,82,1.03499E-09
23,83,1.0342E-09
23,84,1.46841E-09
23,85,1.13999E-09
23,86,1.02946E-09
23,87,1.27104E-09
23,88,1.02709E-09
23,89,1.13604E-09
23,90,1.45656E-09
23,91,1.23867E-09
23,92,1.36262E-09
23,93,1.24657E-09
23,94,1.13525E-09
23,95,7.84729E-10
23,96,1.12894E-09
23,97,1.12183E-09
23,98,1.35867E-09
23,99,1.05315E-09
23,100,1.13604E-09
24,1,6.87625E-10
24,2,8.18676E-10
24,3,8.54202E-10
24,4,9.36306E-10
24,5,6.83677E-10
24,6,9.33148E-10
24,7,8.2815E-10
24,8,9.44201E-10
24,9,1.06736E-09
24,10,8.32097E-10
24,11,1.1242E-09
24,12,9.50517E-10
24,13,9.44201E-10
24,14,9.18149E-10
24,15,1.13525E-09
24,16,1.12815E-09
24,17,1.01841E-09
24,18,1.17394E-09
24,19,8.2736E-10
24,20,9.46569E-10
24,21,1.18736E-09
24,22,9.63938E-10
24,23,9.40254E-10
24,24,6.07099E-10
24,25,9.56043E-10
24,26,1.19999E-09
